id,gold_label,orig_prob,swap_prob,delta,abs_delta
16491428_gab,normal,0.260817,0.260817,0.0,0.0
12580428_gab,normal,0.074574,0.074574,0.0,0.0
1123227111810945024_twitter,offensive,0.040727,0.040727,0.0,0.0
2702487_gab,normal,0.171273,0.171273,0.0,0.0
1178856299171373057_twitter,offensive,0.836775,0.836775,0.0,0.0
6817795_gab,hate_speech,0.876978,0.871144,0.005834,0.005834
27354787_gab,hate_speech,0.629995,0.629995,0.0,0.0
19084094_gab,hate_speech,0.721293,0.721293,0.0,0.0
1112706085926912000_twitter,normal,0.055261,0.084021,-0.02876,0.02876
13265405_gab,hate_speech,0.914631,0.914631,0.0,0.0
1144486239434788864_twitter,offensive,0.060336,0.060336,0.0,0.0
21585337_gab,normal,0.088687,0.088687,0.0,0.0
24959028_gab,normal,0.232492,0.130497,0.101995,0.101995
1088243265210671104_twitter,hate_speech,0.050594,0.050594,0.0,0.0
12326179_gab,hate_speech,0.760444,0.729783,0.030661,0.030661
1104770995611680769_twitter,normal,0.039636,0.039636,0.0,0.0
18721090_gab,hate_speech,0.376047,0.376726,-0.000679,0.000679
24590941_gab,hate_speech,0.882938,0.882938,0.0,0.0
1079097212024410118_twitter,normal,0.044027,0.044027,0.0,0.0
17563616_gab,normal,0.056813,0.056813,0.0,0.0
3367166_gab,offensive,0.860258,0.855116,0.005142,0.005142
1230931318822838273_twitter,normal,0.111184,0.111184,0.0,0.0
1177977240996499457_twitter,hate_speech,0.191484,0.191484,0.0,0.0
17315138_gab,offensive,0.035891,0.035891,0.0,0.0
1243408978962337793_twitter,normal,0.041437,0.041437,0.0,0.0
11255170_gab,offensive,0.429714,0.429714,0.0,0.0
27597499_gab,normal,0.058556,0.058556,0.0,0.0
1091513903756980224_twitter,offensive,0.102215,0.102215,0.0,0.0
1179086469169897472_twitter,normal,0.08745,0.087965,-0.000515,0.000515
1100433741338406912_twitter,offensive,0.043365,0.043365,0.0,0.0
26428645_gab,hate_speech,0.928607,0.928607,0.0,0.0
1211743854401064961_twitter,offensive,0.079835,0.079835,0.0,0.0
1219117000435339265_twitter,normal,0.071549,0.071549,0.0,0.0
1105564033632165888_twitter,normal,0.028066,0.028066,0.0,0.0
14824578_gab,offensive,0.365255,0.365255,0.0,0.0
1097529240327778310_twitter,offensive,0.086875,0.086875,0.0,0.0
1199953468741603328_twitter,offensive,0.042758,0.042758,0.0,0.0
1102795985951043584_twitter,normal,0.040424,0.040424,0.0,0.0
1179070575823605760_twitter,normal,0.049859,0.049859,0.0,0.0
14298342_gab,normal,0.085899,0.085899,0.0,0.0
1236507239155822593_twitter,offensive,0.054923,0.054923,0.0,0.0
5628068_gab,normal,0.214017,0.22649,-0.012473,0.012473
12850346_gab,normal,0.060209,0.060209,0.0,0.0
13948681_gab,normal,0.104145,0.135641,-0.031496,0.031496
1081965704939749376_twitter,hate_speech,0.843103,0.843103,0.0,0.0
26827207_gab,hate_speech,0.654536,0.295582,0.358954,0.358954
1178803884443090945_twitter,normal,0.045633,0.045633,0.0,0.0
24226606_gab,hate_speech,0.924676,0.924676,0.0,0.0
16855991_gab,normal,0.353195,0.344557,0.008638,0.008638
1165449937028636673_twitter,normal,0.305423,0.305423,0.0,0.0
25502005_gab,hate_speech,0.922195,0.922195,0.0,0.0
26947863_gab,hate_speech,0.901052,0.901052,0.0,0.0
1178107490912870401_twitter,offensive,0.176432,0.176432,0.0,0.0
26296506_gab,normal,0.056269,0.056269,0.0,0.0
1178784612685885441_twitter,offensive,0.095772,0.117408,-0.021636,0.021636
1122981615016271872_twitter,normal,0.034626,0.034626,0.0,0.0
12189681_gab,normal,0.049987,0.078734,-0.028747,0.028747
1110069233860268032_twitter,normal,0.125309,0.125309,0.0,0.0
1257722745988710400_twitter,offensive,0.050352,0.050352,0.0,0.0
1178873120804999169_twitter,normal,0.058502,0.058502,0.0,0.0
26629071_gab,hate_speech,0.738207,0.732445,0.005762,0.005762
13146695_gab,hate_speech,0.880538,0.880538,0.0,0.0
9075277_gab,normal,0.064826,0.064826,0.0,0.0
1174008783460323329_twitter,normal,0.078822,0.078822,0.0,0.0
14330454_gab,hate_speech,0.527721,0.527721,0.0,0.0
26349453_gab,hate_speech,0.339794,0.339794,0.0,0.0
25936116_gab,normal,0.079257,0.079257,0.0,0.0
1230108522211422208_twitter,offensive,0.125293,0.125293,0.0,0.0
1179098848876257280_twitter,normal,0.071641,0.066034,0.005607,0.005607
1178808287082336256_twitter,normal,0.10468,0.10468,0.0,0.0
17181962_gab,normal,0.338199,0.338199,0.0,0.0
1179103900579848195_twitter,normal,0.0401,0.0401,0.0,0.0
1178741533161525249_twitter,normal,0.028542,0.028542,0.0,0.0
1178630584320561152_twitter,normal,0.045338,0.045338,0.0,0.0
1178530577206644737_twitter,normal,0.02981,0.02981,0.0,0.0
22382040_gab,offensive,0.543367,0.543367,0.0,0.0
1178987503942062080_twitter,normal,0.247596,0.162317,0.085279,0.085279
1178888125386559488_twitter,normal,0.034923,0.034923,0.0,0.0
10348741_gab,offensive,0.051495,0.07263,-0.021135,0.021135
5569627_gab,offensive,0.152624,0.152624,0.0,0.0
26046364_gab,hate_speech,0.830962,0.830962,0.0,0.0
1089740628802584577_twitter,offensive,0.038566,0.038566,0.0,0.0
6596922_gab,hate_speech,0.868534,0.868534,0.0,0.0
25559720_gab,hate_speech,0.883847,0.883847,0.0,0.0
4037364_gab,hate_speech,0.028199,0.028199,0.0,0.0
1179080956004769795_twitter,normal,0.114631,0.114631,0.0,0.0
3733403_gab,offensive,0.295104,0.282299,0.012805,0.012805
1179069027546783746_twitter,normal,0.13619,0.135473,0.000717,0.000717
1179028195720536064_twitter,normal,0.058558,0.052324,0.006234,0.006234
1179048638921596928_twitter,hate_speech,0.560482,0.560482,0.0,0.0
1170494401312952329_twitter,normal,0.046724,0.050378,-0.003654,0.003654
1179024873231978496_twitter,normal,0.026769,0.034774,-0.008005,0.008005
2794893_gab,normal,0.098262,0.098262,0.0,0.0
1080140826175594496_twitter,offensive,0.044066,0.040284,0.003782,0.003782
24230127_gab,offensive,0.081341,0.081341,0.0,0.0
1238155848066764800_twitter,offensive,0.102397,0.102397,0.0,0.0
3775928_gab,hate_speech,0.397102,0.397102,0.0,0.0
6395112_gab,offensive,0.762752,0.746987,0.015765,0.015765
20509359_gab,offensive,0.667925,0.667925,0.0,0.0
3426717_gab,hate_speech,0.455406,0.455686,-0.00028,0.00028
27886895_gab,hate_speech,0.717937,0.717937,0.0,0.0
26852992_gab,offensive,0.105974,0.11469,-0.008716,0.008716
10842673_gab,normal,0.091236,0.091236,0.0,0.0
15596675_gab,offensive,0.857325,0.857325,0.0,0.0
6952634_gab,offensive,0.131611,0.131611,0.0,0.0
2432948_gab,hate_speech,0.747612,0.747612,0.0,0.0
12731678_gab,offensive,0.923697,0.923697,0.0,0.0
22446944_gab,hate_speech,0.849141,0.83907,0.010071,0.010071
12621344_gab,offensive,0.126818,0.126818,0.0,0.0
18173369_gab,offensive,0.226348,0.226348,0.0,0.0
14261862_gab,hate_speech,0.886996,0.886996,0.0,0.0
26212173_gab,hate_speech,0.820024,0.820024,0.0,0.0
1179077143592087553_twitter,normal,0.022448,0.028209,-0.005761,0.005761
1178747237465239554_twitter,normal,0.035564,0.035564,0.0,0.0
25563686_gab,hate_speech,0.904845,0.904845,0.0,0.0
24921789_gab,hate_speech,0.311211,0.311211,0.0,0.0
14095649_gab,hate_speech,0.749194,0.749194,0.0,0.0
1179039577777983488_twitter,normal,0.095972,0.095972,0.0,0.0
13948927_gab,hate_speech,0.86631,0.86631,0.0,0.0
27055799_gab,normal,0.277967,0.112252,0.165715,0.165715
1120883481549189120_twitter,offensive,0.040006,0.040006,0.0,0.0
1120734025885392897_twitter,offensive,0.037,0.037,0.0,0.0
1178899821392023552_twitter,normal,0.037699,0.037699,0.0,0.0
22842291_gab,hate_speech,0.793414,0.793414,0.0,0.0
16333911_gab,hate_speech,0.900893,0.900893,0.0,0.0
16883713_gab,hate_speech,0.229114,0.24354,-0.014426,0.014426
1178774072563511298_twitter,normal,0.113368,0.113368,0.0,0.0
24406690_gab,normal,0.111967,0.111967,0.0,0.0
25855215_gab,hate_speech,0.647518,0.647518,0.0,0.0
1251952054773231616_twitter,offensive,0.02802,0.02802,0.0,0.0
1179084808376467456_twitter,normal,0.034927,0.039765,-0.004838,0.004838
1200611362084253696_twitter,offensive,0.198714,0.083392,0.115322,0.115322
13851720_gab,hate_speech,0.920626,0.920626,0.0,0.0
20472665_gab,hate_speech,0.929435,0.929435,0.0,0.0
14903617_gab,hate_speech,0.874423,0.874423,0.0,0.0
1092591391086178304_twitter,normal,0.038776,0.038776,0.0,0.0
19227442_gab,offensive,0.896579,0.896579,0.0,0.0
21555615_gab,hate_speech,0.661029,0.661029,0.0,0.0
16056333_gab,offensive,0.258968,0.258968,0.0,0.0
1179097064573005824_twitter,normal,0.099031,0.099031,0.0,0.0
24876858_gab,hate_speech,0.63747,0.63747,0.0,0.0
10706335_gab,hate_speech,0.870416,0.870416,0.0,0.0
1178750958718914561_twitter,normal,0.057263,0.057263,0.0,0.0
26004134_gab,hate_speech,0.172064,0.172064,0.0,0.0
15879649_gab,normal,0.160957,0.1985,-0.037543,0.037543
25311914_gab,hate_speech,0.408004,0.408004,0.0,0.0
1178655751767642112_twitter,offensive,0.161254,0.141327,0.019927,0.019927
1178735809358450688_twitter,normal,0.069379,0.069379,0.0,0.0
1093220213758312448_twitter,normal,0.032941,0.032941,0.0,0.0
14613167_gab,hate_speech,0.787903,0.774292,0.013611,0.013611
7247063_gab,offensive,0.148517,0.089753,0.058764,0.058764
1179096960537632768_twitter,normal,0.044319,0.043612,0.000707,0.000707
19346774_gab,normal,0.775948,0.775948,0.0,0.0
9206345_gab,hate_speech,0.215748,0.228832,-0.013084,0.013084
1260448846041227264_twitter,normal,0.041264,0.041264,0.0,0.0
1106221666949042181_twitter,offensive,0.044589,0.044589,0.0,0.0
12777328_gab,offensive,0.076233,0.076233,0.0,0.0
21209681_gab,hate_speech,0.172565,0.172565,0.0,0.0
20318209_gab,offensive,0.885141,0.885141,0.0,0.0
3978432_gab,offensive,0.04273,0.045601,-0.002871,0.002871
7531356_gab,offensive,0.209316,0.236684,-0.027368,0.027368
1178830333246087169_twitter,normal,0.035169,0.035169,0.0,0.0
22398230_gab,hate_speech,0.932311,0.932311,0.0,0.0
1080448696486121472_twitter,offensive,0.027153,0.027153,0.0,0.0
1178638779428605952_twitter,normal,0.021683,0.021683,0.0,0.0
20989384_gab,hate_speech,0.301188,0.301153,3.5e-05,3.5e-05
11624057_gab,hate_speech,0.628148,0.628148,0.0,0.0
21835463_gab,hate_speech,0.924454,0.924454,0.0,0.0
20624917_gab,hate_speech,0.926818,0.926818,0.0,0.0
1109450987440353280_twitter,normal,0.080398,0.080398,0.0,0.0
17843410_gab,offensive,0.498215,0.500216,-0.002001,0.002001
25235815_gab,hate_speech,0.919263,0.919263,0.0,0.0
1178983784529760256_twitter,hate_speech,0.811758,0.8005,0.011258,0.011258
11084491_gab,normal,0.069931,0.106214,-0.036283,0.036283
3990992_gab,offensive,0.234893,0.234893,0.0,0.0
18957160_gab,hate_speech,0.872475,0.872475,0.0,0.0
1184634368976998406_twitter,normal,0.107004,0.107004,0.0,0.0
16084179_gab,offensive,0.054429,0.054429,0.0,0.0
1093632039864160257_twitter,offensive,0.089535,0.057059,0.032476,0.032476
1178941558235783169_twitter,normal,0.059706,0.060837,-0.001131,0.001131
1179066279648468999_twitter,normal,0.042187,0.043423,-0.001236,0.001236
14908239_gab,offensive,0.104892,0.104892,0.0,0.0
1092230580312395777_twitter,hate_speech,0.814871,0.814871,0.0,0.0
26443311_gab,offensive,0.214637,0.355935,-0.141298,0.141298
10155201_gab,normal,0.04624,0.04624,0.0,0.0
1087834593204539392_twitter,normal,0.215355,0.215355,0.0,0.0
16172106_gab,hate_speech,0.754649,0.754649,0.0,0.0
14680382_gab,hate_speech,0.876517,0.860527,0.01599,0.01599
8698767_gab,offensive,0.28551,0.28551,0.0,0.0
18112013_gab,offensive,0.24801,0.239465,0.008545,0.008545
14974204_gab,hate_speech,0.842601,0.83439,0.008211,0.008211
13071649_gab,hate_speech,0.67939,0.67939,0.0,0.0
1178828105445720064_twitter,normal,0.027826,0.027826,0.0,0.0
1185184833640652800_twitter,normal,0.266792,0.266792,0.0,0.0
2028645_gab,hate_speech,0.831789,0.831789,0.0,0.0
6165500_gab,hate_speech,0.371624,0.351918,0.019706,0.019706
18939950_gab,normal,0.040854,0.040854,0.0,0.0
26361372_gab,hate_speech,0.887215,0.879964,0.007251,0.007251
1610757_gab,offensive,0.047778,0.047778,0.0,0.0
16921944_gab,hate_speech,0.897622,0.897622,0.0,0.0
1179046856237764608_twitter,normal,0.03657,0.03657,0.0,0.0
22340916_gab,offensive,0.657688,0.657688,0.0,0.0
22888404_gab,offensive,0.862126,0.862126,0.0,0.0
6058274_gab,offensive,0.141591,0.175254,-0.033663,0.033663
1258666596333170689_twitter,normal,0.066374,0.066374,0.0,0.0
1178694039287291906_twitter,normal,0.226148,0.245079,-0.018931,0.018931
16109086_gab,hate_speech,0.907935,0.907935,0.0,0.0
16070530_gab,hate_speech,0.58026,0.52998,0.05028,0.05028
19204580_gab,offensive,0.139233,0.139248,-1.5e-05,1.5e-05
24024394_gab,hate_speech,0.534161,0.534161,0.0,0.0
12167048_gab,hate_speech,0.740567,0.740567,0.0,0.0
1178525090847379458_twitter,normal,0.044179,0.044179,0.0,0.0
25085591_gab,hate_speech,0.864823,0.866216,-0.001393,0.001393
11823648_gab,offensive,0.320967,0.320967,0.0,0.0
1178692034531643396_twitter,normal,0.040445,0.044566,-0.004121,0.004121
1115764597720408064_twitter,offensive,0.09704,0.112784,-0.015744,0.015744
1225612446406266880_twitter,offensive,0.034191,0.034191,0.0,0.0
9867117_gab,hate_speech,0.206164,0.340115,-0.133951,0.133951
1178273334452203520_twitter,normal,0.030617,0.046547,-0.01593,0.01593
15836567_gab,offensive,0.870609,0.870609,0.0,0.0
1179030757555261440_twitter,normal,0.049178,0.052624,-0.003446,0.003446
24305062_gab,hate_speech,0.321077,0.334185,-0.013108,0.013108
1178598150002466816_twitter,offensive,0.026352,0.024923,0.001429,0.001429
3965684_gab,offensive,0.299512,0.299512,0.0,0.0
18032474_gab,offensive,0.064127,0.064127,0.0,0.0
1179030519213957120_twitter,normal,0.064923,0.064364,0.000559,0.000559
19096665_gab,hate_speech,0.40891,0.40891,0.0,0.0
1179100716960555010_twitter,normal,0.031727,0.031727,0.0,0.0
1173341490682179585_twitter,normal,0.098007,0.098007,0.0,0.0
9826963_gab,offensive,0.305743,0.305743,0.0,0.0
12043182_gab,hate_speech,0.90895,0.907073,0.001877,0.001877
17958017_gab,hate_speech,0.860848,0.860848,0.0,0.0
1078868437902987265_twitter,offensive,0.18477,0.18477,0.0,0.0
1086417563444232194_twitter,hate_speech,0.095192,0.054258,0.040934,0.040934
1087172044159152129_twitter,normal,0.072214,0.072214,0.0,0.0
1112193907033550848_twitter,normal,0.040091,0.040091,0.0,0.0
1086804965186830338_twitter,offensive,0.073067,0.073067,0.0,0.0
1179043438131417088_twitter,normal,0.031461,0.03095,0.000511,0.000511
23588213_gab,hate_speech,0.916722,0.916722,0.0,0.0
16126695_gab,normal,0.13397,0.13397,0.0,0.0
1224487307601858560_twitter,normal,0.049149,0.049149,0.0,0.0
1178899984038682625_twitter,normal,0.038632,0.038632,0.0,0.0
1179025510350897152_twitter,normal,0.057856,0.061307,-0.003451,0.003451
1144571404752265217_twitter,normal,0.032092,0.035409,-0.003317,0.003317
25995789_gab,hate_speech,0.668307,0.668307,0.0,0.0
6984595_gab,hate_speech,0.746233,0.746233,0.0,0.0
14030104_gab,hate_speech,0.394944,0.394944,0.0,0.0
1238102962116927490_twitter,normal,0.083762,0.083762,0.0,0.0
1092772320786214912_twitter,hate_speech,0.842922,0.842922,0.0,0.0
8815422_gab,offensive,0.726898,0.726898,0.0,0.0
5822752_gab,offensive,0.123862,0.123862,0.0,0.0
1197535418910150658_twitter,offensive,0.057666,0.057666,0.0,0.0
1179072805184446464_twitter,normal,0.045539,0.061598,-0.016059,0.016059
1182374073646628870_twitter,normal,0.09299,0.09299,0.0,0.0
19787360_gab,offensive,0.832838,0.832838,0.0,0.0
1179095515226607616_twitter,normal,0.050167,0.083403,-0.033236,0.033236
26202771_gab,hate_speech,0.912045,0.912045,0.0,0.0
17501192_gab,hate_speech,0.624506,0.624506,0.0,0.0
25762135_gab,hate_speech,0.846455,0.846455,0.0,0.0
1178706099786190850_twitter,normal,0.119439,0.119439,0.0,0.0
