id,gold_label,orig_prob,swap_prob,delta,abs_delta
1237051164857794572_twitter,normal,0.626789,0.626789,0.0,0.0
1264174583789174786_twitter,normal,0.011152,0.011152,0.0,0.0
1105927818184056832_twitter,offensive,0.999284,0.999317,-3.3e-05,3.3e-05
1178929320527462401_twitter,normal,0.981876,0.98904,-0.007164,0.007164
1179004403673714689_twitter,normal,0.86702,0.86702,0.0,0.0
1163082929557450753_twitter,normal,0.409833,0.486744,-0.076911,0.076911
25730290_gab,hate_speech,0.998486,0.998486,0.0,0.0
21127890_gab,hate_speech,0.999323,0.999323,0.0,0.0
21757892_gab,hate_speech,0.999675,0.999675,0.0,0.0
10512629_gab,hate_speech,0.979688,0.979688,0.0,0.0
1179070924672425985_twitter,normal,0.066044,0.076079,-0.010035,0.010035
16430676_gab,normal,0.156569,0.037124,0.119445,0.119445
20318223_gab,normal,0.000473,0.000473,0.0,0.0
4015071_gab,hate_speech,0.875122,0.875122,0.0,0.0
1178810018680000513_twitter,normal,0.932607,0.932607,0.0,0.0
15314387_gab,offensive,0.001666,0.001666,0.0,0.0
1178720661495304195_twitter,normal,0.996889,0.996889,0.0,0.0
1178502719868325888_twitter,hate_speech,0.742735,0.742735,0.0,0.0
20069758_gab,hate_speech,0.999694,0.999694,0.0,0.0
1194735603566481415_twitter,offensive,0.990918,0.990918,0.0,0.0
1178923484887433217_twitter,normal,0.283709,0.283709,0.0,0.0
1178962472285327360_twitter,normal,0.996157,0.997485,-0.001328,0.001328
1179004417309323264_twitter,normal,0.980435,0.144218,0.836217,0.836217
1178501413346906113_twitter,offensive,0.99019,0.991178,-0.000988,0.000988
1179019049969373184_twitter,normal,0.827873,0.827873,0.0,0.0
1233848625022763010_twitter,offensive,0.95683,0.95683,0.0,0.0
6615207_gab,normal,0.325124,0.474198,-0.149074,0.149074
9053284_gab,hate_speech,0.019969,0.019969,0.0,0.0
1160017189296050177_twitter,offensive,0.484741,0.484741,0.0,0.0
1142977246283599872_twitter,normal,0.000594,0.000512,8.2e-05,8.2e-05
1179098097160470529_twitter,normal,0.998181,0.998033,0.000148,0.000148
9551353_gab,hate_speech,0.999558,0.999558,0.0,0.0
11620676_gab,offensive,0.021895,0.021895,0.0,0.0
1178056433188904960_twitter,normal,0.019558,0.019558,0.0,0.0
2521549_gab,hate_speech,0.866474,0.866474,0.0,0.0
1185410004838428672_twitter,normal,0.995893,0.995893,0.0,0.0
27802700_gab,hate_speech,0.999666,0.999666,0.0,0.0
1186749782980734977_twitter,offensive,0.999151,0.999151,0.0,0.0
1181975809361371137_twitter,offensive,0.71437,0.71437,0.0,0.0
26251002_gab,normal,0.012722,0.012722,0.0,0.0
1178379130804432896_twitter,normal,0.99824,0.99824,0.0,0.0
23990651_gab,hate_speech,0.999434,0.999434,0.0,0.0
1178963201238716417_twitter,normal,0.999687,0.999687,0.0,0.0
1178806441991385089_twitter,normal,0.012602,0.012602,0.0,0.0
1171479257417011200_twitter,normal,0.000283,0.00029,-7e-06,7e-06
1178841789018640385_twitter,offensive,0.999597,0.999597,0.0,0.0
1087809548998594563_twitter,offensive,0.991089,0.991089,0.0,0.0
1118341460657459200_twitter,offensive,0.999353,0.999491,-0.000138,0.000138
1178844885715181569_twitter,normal,0.989477,0.989477,0.0,0.0
19840406_gab,hate_speech,0.999557,0.999557,0.0,0.0
1252475227096915968_twitter,hate_speech,0.998204,0.998204,0.0,0.0
9537035_gab,offensive,0.999741,0.999741,0.0,0.0
13395977_gab,offensive,0.99967,0.998882,0.000788,0.000788
1178323077429649408_twitter,normal,0.077688,0.085436,-0.007748,0.007748
1179070708347015169_twitter,normal,0.960594,0.960594,0.0,0.0
1226925254062362627_twitter,normal,0.983865,0.997323,-0.013458,0.013458
1179021718515568640_twitter,normal,0.139158,0.139158,0.0,0.0
13879478_gab,offensive,0.863775,0.791764,0.072011,0.072011
1178976586168754177_twitter,hate_speech,0.535436,0.535436,0.0,0.0
11206682_gab,offensive,0.954192,0.954192,0.0,0.0
13380605_gab,hate_speech,0.996942,0.996942,0.0,0.0
1217567280617443328_twitter,offensive,0.990053,0.990053,0.0,0.0
16023241_gab,hate_speech,0.942929,0.942929,0.0,0.0
1246464315504328705_twitter,offensive,0.981462,0.981462,0.0,0.0
24227903_gab,offensive,0.999732,0.999732,0.0,0.0
7141864_gab,offensive,0.998644,0.998644,0.0,0.0
1111868668147724289_twitter,normal,0.969207,0.969207,0.0,0.0
20693707_gab,offensive,0.993748,0.993748,0.0,0.0
1179088738707759104_twitter,normal,0.484463,0.484463,0.0,0.0
1106389762066124801_twitter,offensive,0.154587,0.154587,0.0,0.0
10592982_gab,offensive,0.888383,0.888383,0.0,0.0
20339304_gab,hate_speech,0.999691,0.999674,1.7e-05,1.7e-05
18550891_gab,offensive,0.999677,0.99965,2.7e-05,2.7e-05
20562194_gab,normal,0.000462,0.000355,0.000107,0.000107
21749687_gab,hate_speech,0.999274,0.999274,0.0,0.0
17524246_gab,hate_speech,0.999726,0.999726,0.0,0.0
21168212_gab,normal,0.049959,0.049959,0.0,0.0
1213327950763966467_twitter,offensive,0.994549,0.994549,0.0,0.0
2183555_gab,hate_speech,0.002042,0.002042,0.0,0.0
1178794715056967680_twitter,hate_speech,0.999028,0.999028,0.0,0.0
26948887_gab,offensive,0.952033,0.952033,0.0,0.0
1179087612583141376_twitter,normal,0.25681,0.25681,0.0,0.0
18452041_gab,hate_speech,0.999333,0.999333,0.0,0.0
1178567880251707392_twitter,normal,0.063813,0.063813,0.0,0.0
1146251013822668800_twitter,offensive,0.904773,0.965914,-0.061141,0.061141
1178605473743982594_twitter,normal,0.992655,0.992655,0.0,0.0
13532804_gab,hate_speech,0.998889,0.998569,0.00032,0.00032
21055613_gab,offensive,0.99172,0.99172,0.0,0.0
4300173_gab,hate_speech,0.962558,0.975705,-0.013147,0.013147
14192763_gab,offensive,0.603758,0.238794,0.364964,0.364964
1217101519943802883_twitter,offensive,0.919217,0.941132,-0.021915,0.021915
13034303_gab,normal,0.799895,0.799895,0.0,0.0
11135587_gab,hate_speech,0.667653,0.081905,0.585748,0.585748
12345088_gab,hate_speech,0.999593,0.999593,0.0,0.0
18230837_gab,hate_speech,0.999554,0.999554,0.0,0.0
22261822_gab,offensive,0.929579,0.929579,0.0,0.0
22398797_gab,normal,0.001609,0.001609,0.0,0.0
1237773908570509313_twitter,offensive,0.183442,0.174914,0.008528,0.008528
13107427_gab,hate_speech,0.99956,0.99956,0.0,0.0
10147319_gab,offensive,0.905477,0.905477,0.0,0.0
26342460_gab,hate_speech,0.999604,0.999604,0.0,0.0
1179024615844171777_twitter,normal,0.165172,0.163706,0.001466,0.001466
27683915_gab,hate_speech,0.997987,0.997987,0.0,0.0
3483203_gab,hate_speech,0.942867,0.950998,-0.008131,0.008131
2547072_gab,offensive,0.167684,0.167684,0.0,0.0
1270643899254497286_twitter,normal,0.99863,0.99863,0.0,0.0
1122013674485506048_twitter,normal,0.997663,0.997663,0.0,0.0
1179093281692700672_twitter,normal,0.034573,0.016309,0.018264,0.018264
21969771_gab,hate_speech,0.999331,0.998912,0.000419,0.000419
27386050_gab,hate_speech,0.974618,0.800223,0.174395,0.174395
1123690490136756225_twitter,normal,0.53431,0.53431,0.0,0.0
1178981918731362310_twitter,normal,0.027657,0.030513,-0.002856,0.002856
16845479_gab,hate_speech,0.990378,0.990378,0.0,0.0
1084991014455201794_twitter,normal,0.05938,0.05938,0.0,0.0
20567241_gab,offensive,0.954141,0.956946,-0.002805,0.002805
15108536_gab,offensive,0.336742,0.060857,0.275885,0.275885
1195959027525726209_twitter,normal,0.010657,0.010657,0.0,0.0
1179082883333378048_twitter,normal,0.015335,0.015335,0.0,0.0
11576454_gab,normal,0.548232,0.864582,-0.31635,0.31635
1090673738545283074_twitter,hate_speech,0.999631,0.999631,0.0,0.0
18428729_gab,hate_speech,0.982728,0.982728,0.0,0.0
1084834432710656003_twitter,offensive,0.999036,0.999036,0.0,0.0
12177462_gab,normal,0.867671,0.823643,0.044028,0.044028
25233620_gab,normal,0.996876,0.996876,0.0,0.0
23513033_gab,normal,0.068398,0.068398,0.0,0.0
25102150_gab,hate_speech,0.007721,0.007721,0.0,0.0
16491428_gab,normal,0.055292,0.055292,0.0,0.0
12580428_gab,normal,0.191326,0.191326,0.0,0.0
1123227111810945024_twitter,offensive,0.798516,0.798516,0.0,0.0
2702487_gab,normal,0.000172,0.000172,0.0,0.0
1178856299171373057_twitter,offensive,0.997842,0.997842,0.0,0.0
6817795_gab,hate_speech,0.999042,0.999043,-1e-06,1e-06
27354787_gab,hate_speech,0.978112,0.978112,0.0,0.0
19084094_gab,hate_speech,0.994622,0.994622,0.0,0.0
1112706085926912000_twitter,normal,0.004534,0.753992,-0.749458,0.749458
13265405_gab,hate_speech,0.960384,0.960384,0.0,0.0
1144486239434788864_twitter,offensive,0.283277,0.283277,0.0,0.0
21585337_gab,normal,0.98195,0.98195,0.0,0.0
24959028_gab,normal,0.943595,0.645148,0.298447,0.298447
1088243265210671104_twitter,hate_speech,0.994855,0.994855,0.0,0.0
12326179_gab,hate_speech,0.999193,0.999532,-0.000339,0.000339
1104770995611680769_twitter,normal,0.277518,0.277518,0.0,0.0
18721090_gab,hate_speech,0.968117,0.968912,-0.000795,0.000795
24590941_gab,hate_speech,0.999675,0.999675,0.0,0.0
1079097212024410118_twitter,normal,0.143353,0.143353,0.0,0.0
17563616_gab,normal,0.000209,0.000209,0.0,0.0
3367166_gab,offensive,0.966766,0.967251,-0.000485,0.000485
1230931318822838273_twitter,normal,0.393825,0.393825,0.0,0.0
1177977240996499457_twitter,hate_speech,0.999431,0.999431,0.0,0.0
17315138_gab,offensive,0.000895,0.000895,0.0,0.0
1243408978962337793_twitter,normal,0.991685,0.991685,0.0,0.0
11255170_gab,offensive,0.998848,0.998848,0.0,0.0
27597499_gab,normal,0.046065,0.046065,0.0,0.0
1091513903756980224_twitter,offensive,0.675353,0.675353,0.0,0.0
1179086469169897472_twitter,normal,0.714223,0.658458,0.055765,0.055765
1100433741338406912_twitter,offensive,0.997934,0.997934,0.0,0.0
26428645_gab,hate_speech,0.999282,0.999282,0.0,0.0
1211743854401064961_twitter,offensive,0.672867,0.672867,0.0,0.0
1219117000435339265_twitter,normal,0.998609,0.998609,0.0,0.0
1105564033632165888_twitter,normal,0.006579,0.006579,0.0,0.0
14824578_gab,offensive,0.796898,0.796898,0.0,0.0
1097529240327778310_twitter,offensive,0.946984,0.946984,0.0,0.0
1199953468741603328_twitter,offensive,0.849319,0.849319,0.0,0.0
1102795985951043584_twitter,normal,0.076421,0.076421,0.0,0.0
1179070575823605760_twitter,normal,0.100661,0.100661,0.0,0.0
14298342_gab,normal,0.809693,0.809693,0.0,0.0
1236507239155822593_twitter,offensive,0.450056,0.450056,0.0,0.0
5628068_gab,normal,0.224311,0.060879,0.163432,0.163432
12850346_gab,normal,0.000767,0.000767,0.0,0.0
13948681_gab,normal,0.146516,0.158314,-0.011798,0.011798
1081965704939749376_twitter,hate_speech,0.999752,0.999752,0.0,0.0
26827207_gab,hate_speech,0.999339,0.999019,0.00032,0.00032
1178803884443090945_twitter,normal,0.000216,0.000216,0.0,0.0
24226606_gab,hate_speech,0.99969,0.99969,0.0,0.0
16855991_gab,normal,0.755305,0.712025,0.04328,0.04328
1165449937028636673_twitter,normal,0.946203,0.946203,0.0,0.0
25502005_gab,hate_speech,0.94617,0.94617,0.0,0.0
26947863_gab,hate_speech,0.999279,0.999279,0.0,0.0
1178107490912870401_twitter,offensive,0.999569,0.999569,0.0,0.0
26296506_gab,normal,0.851872,0.851872,0.0,0.0
1178784612685885441_twitter,offensive,0.447531,0.859165,-0.411634,0.411634
1122981615016271872_twitter,normal,0.999311,0.999311,0.0,0.0
12189681_gab,normal,0.212121,0.646951,-0.43483,0.43483
1110069233860268032_twitter,normal,0.412917,0.412917,0.0,0.0
1257722745988710400_twitter,offensive,0.961896,0.961896,0.0,0.0
1178873120804999169_twitter,normal,0.997234,0.997234,0.0,0.0
26629071_gab,hate_speech,0.987408,0.987775,-0.000367,0.000367
13146695_gab,hate_speech,0.994323,0.994323,0.0,0.0
9075277_gab,normal,0.003953,0.003953,0.0,0.0
1174008783460323329_twitter,normal,0.042958,0.042958,0.0,0.0
14330454_gab,hate_speech,0.999024,0.999024,0.0,0.0
26349453_gab,hate_speech,0.993355,0.993355,0.0,0.0
25936116_gab,normal,0.910057,0.910057,0.0,0.0
1230108522211422208_twitter,offensive,0.741639,0.741639,0.0,0.0
1179098848876257280_twitter,normal,0.359988,0.323388,0.0366,0.0366
1178808287082336256_twitter,normal,0.496954,0.496954,0.0,0.0
17181962_gab,normal,0.018737,0.018737,0.0,0.0
1179103900579848195_twitter,normal,0.994821,0.994821,0.0,0.0
1178741533161525249_twitter,normal,0.998406,0.998406,0.0,0.0
1178630584320561152_twitter,normal,0.260381,0.260381,0.0,0.0
1178530577206644737_twitter,normal,0.005271,0.005271,0.0,0.0
22382040_gab,offensive,0.99774,0.99774,0.0,0.0
1178987503942062080_twitter,normal,0.95227,0.067329,0.884941,0.884941
1178888125386559488_twitter,normal,0.951527,0.951527,0.0,0.0
10348741_gab,offensive,0.11068,0.000395,0.110285,0.110285
5569627_gab,offensive,0.996153,0.996153,0.0,0.0
26046364_gab,hate_speech,0.999112,0.999112,0.0,0.0
1089740628802584577_twitter,offensive,0.842787,0.842787,0.0,0.0
6596922_gab,hate_speech,0.999083,0.999083,0.0,0.0
25559720_gab,hate_speech,0.500374,0.500374,0.0,0.0
4037364_gab,hate_speech,0.751934,0.751934,0.0,0.0
1179080956004769795_twitter,normal,0.443766,0.443766,0.0,0.0
3733403_gab,offensive,0.997644,0.997636,8e-06,8e-06
1179069027546783746_twitter,normal,0.47575,0.795907,-0.320157,0.320157
1179028195720536064_twitter,normal,0.470165,0.482451,-0.012286,0.012286
1179048638921596928_twitter,hate_speech,0.187058,0.187058,0.0,0.0
1170494401312952329_twitter,normal,0.089709,0.117567,-0.027858,0.027858
1179024873231978496_twitter,normal,0.293213,0.297684,-0.004471,0.004471
2794893_gab,normal,0.842226,0.842226,0.0,0.0
1080140826175594496_twitter,offensive,0.979632,0.97932,0.000312,0.000312
24230127_gab,offensive,0.998508,0.998508,0.0,0.0
1238155848066764800_twitter,offensive,0.997106,0.997106,0.0,0.0
3775928_gab,hate_speech,0.978674,0.978674,0.0,0.0
6395112_gab,offensive,0.251959,0.428486,-0.176527,0.176527
20509359_gab,offensive,0.959888,0.959888,0.0,0.0
3426717_gab,hate_speech,0.911264,0.982411,-0.071147,0.071147
27886895_gab,hate_speech,0.988113,0.988113,0.0,0.0
26852992_gab,offensive,0.951429,0.961065,-0.009636,0.009636
10842673_gab,normal,0.000168,0.000168,0.0,0.0
15596675_gab,offensive,0.999621,0.999621,0.0,0.0
6952634_gab,offensive,0.945716,0.945716,0.0,0.0
2432948_gab,hate_speech,0.952015,0.952015,0.0,0.0
12731678_gab,offensive,0.943686,0.943686,0.0,0.0
22446944_gab,hate_speech,0.998764,0.998912,-0.000148,0.000148
12621344_gab,offensive,0.012461,0.012461,0.0,0.0
18173369_gab,offensive,0.997885,0.997885,0.0,0.0
14261862_gab,hate_speech,0.960242,0.960242,0.0,0.0
26212173_gab,hate_speech,0.998639,0.998639,0.0,0.0
1179077143592087553_twitter,normal,0.124991,0.187088,-0.062097,0.062097
1178747237465239554_twitter,normal,0.02577,0.02577,0.0,0.0
25563686_gab,hate_speech,0.989044,0.989044,0.0,0.0
24921789_gab,hate_speech,0.999694,0.999694,0.0,0.0
14095649_gab,hate_speech,0.974574,0.974574,0.0,0.0
1179039577777983488_twitter,normal,0.000247,0.000247,0.0,0.0
13948927_gab,hate_speech,0.999467,0.999467,0.0,0.0
27055799_gab,normal,0.867294,0.271236,0.596058,0.596058
1120883481549189120_twitter,offensive,0.907484,0.907484,0.0,0.0
1120734025885392897_twitter,offensive,0.999256,0.999256,0.0,0.0
1178899821392023552_twitter,normal,0.388919,0.388919,0.0,0.0
22842291_gab,hate_speech,0.982179,0.982179,0.0,0.0
16333911_gab,hate_speech,0.999592,0.999592,0.0,0.0
16883713_gab,hate_speech,0.391619,0.027032,0.364587,0.364587
1178774072563511298_twitter,normal,0.996349,0.996349,0.0,0.0
24406690_gab,normal,0.966649,0.966649,0.0,0.0
25855215_gab,hate_speech,0.994697,0.994697,0.0,0.0
1251952054773231616_twitter,offensive,0.37973,0.37973,0.0,0.0
1179084808376467456_twitter,normal,0.346262,0.876849,-0.530587,0.530587
1200611362084253696_twitter,offensive,0.314502,0.429762,-0.11526,0.11526
13851720_gab,hate_speech,0.998215,0.998215,0.0,0.0
20472665_gab,hate_speech,0.999702,0.999702,0.0,0.0
14903617_gab,hate_speech,0.999352,0.999352,0.0,0.0
1092591391086178304_twitter,normal,0.000908,0.000908,0.0,0.0
19227442_gab,offensive,0.999597,0.999597,0.0,0.0
21555615_gab,hate_speech,0.918541,0.918541,0.0,0.0
16056333_gab,offensive,0.997865,0.997865,0.0,0.0
1179097064573005824_twitter,normal,0.408803,0.408803,0.0,0.0
24876858_gab,hate_speech,0.996167,0.996167,0.0,0.0
10706335_gab,hate_speech,0.99964,0.99964,0.0,0.0
1178750958718914561_twitter,normal,0.909253,0.909253,0.0,0.0
26004134_gab,hate_speech,0.998124,0.998124,0.0,0.0
15879649_gab,normal,0.001687,0.026124,-0.024437,0.024437
25311914_gab,hate_speech,0.999557,0.999557,0.0,0.0
1178655751767642112_twitter,offensive,0.999014,0.999311,-0.000297,0.000297
1178735809358450688_twitter,normal,0.923435,0.923435,0.0,0.0
1093220213758312448_twitter,normal,0.963444,0.963444,0.0,0.0
14613167_gab,hate_speech,0.995926,0.994151,0.001775,0.001775
7247063_gab,offensive,0.011663,0.014044,-0.002381,0.002381
1179096960537632768_twitter,normal,0.34042,0.382187,-0.041767,0.041767
19346774_gab,normal,0.006235,0.006235,0.0,0.0
9206345_gab,hate_speech,0.36249,0.392984,-0.030494,0.030494
1260448846041227264_twitter,normal,0.037982,0.037982,0.0,0.0
1106221666949042181_twitter,offensive,0.999463,0.999463,0.0,0.0
12777328_gab,offensive,0.053503,0.053503,0.0,0.0
21209681_gab,hate_speech,0.982597,0.982597,0.0,0.0
20318209_gab,offensive,0.981861,0.981861,0.0,0.0
3978432_gab,offensive,0.963761,0.967179,-0.003418,0.003418
7531356_gab,offensive,0.206187,0.801228,-0.595041,0.595041
1178830333246087169_twitter,normal,0.069946,0.069946,0.0,0.0
22398230_gab,hate_speech,0.99589,0.99589,0.0,0.0
1080448696486121472_twitter,offensive,0.824504,0.824504,0.0,0.0
1178638779428605952_twitter,normal,0.358007,0.358007,0.0,0.0
20989384_gab,hate_speech,0.915806,0.994031,-0.078225,0.078225
11624057_gab,hate_speech,0.984906,0.984906,0.0,0.0
21835463_gab,hate_speech,0.933424,0.933424,0.0,0.0
20624917_gab,hate_speech,0.999358,0.999358,0.0,0.0
1109450987440353280_twitter,normal,0.876189,0.876189,0.0,0.0
17843410_gab,offensive,0.989239,0.992034,-0.002795,0.002795
25235815_gab,hate_speech,0.994391,0.994391,0.0,0.0
1178983784529760256_twitter,hate_speech,0.998896,0.998649,0.000247,0.000247
11084491_gab,normal,0.001896,0.212723,-0.210827,0.210827
3990992_gab,offensive,0.994414,0.994414,0.0,0.0
18957160_gab,hate_speech,0.999626,0.999626,0.0,0.0
1184634368976998406_twitter,normal,0.439423,0.439423,0.0,0.0
16084179_gab,offensive,0.395675,0.395675,0.0,0.0
1093632039864160257_twitter,offensive,0.209,0.194753,0.014247,0.014247
1178941558235783169_twitter,normal,0.003285,0.00315,0.000135,0.000135
1179066279648468999_twitter,normal,0.00014,0.000138,2e-06,2e-06
14908239_gab,offensive,0.708159,0.708159,0.0,0.0
1092230580312395777_twitter,hate_speech,0.999509,0.999509,0.0,0.0
26443311_gab,offensive,0.999532,0.99961,-7.8e-05,7.8e-05
10155201_gab,normal,0.664233,0.664233,0.0,0.0
1087834593204539392_twitter,normal,0.017811,0.017811,0.0,0.0
16172106_gab,hate_speech,0.932585,0.932585,0.0,0.0
14680382_gab,hate_speech,0.999404,0.999658,-0.000254,0.000254
8698767_gab,offensive,0.991305,0.991305,0.0,0.0
18112013_gab,offensive,0.928274,0.929337,-0.001063,0.001063
14974204_gab,hate_speech,0.999389,0.999437,-4.8e-05,4.8e-05
13071649_gab,hate_speech,0.970693,0.970693,0.0,0.0
1178828105445720064_twitter,normal,0.699289,0.699289,0.0,0.0
1185184833640652800_twitter,normal,0.00178,0.00178,0.0,0.0
2028645_gab,hate_speech,0.997615,0.997615,0.0,0.0
6165500_gab,hate_speech,0.7325,0.680706,0.051794,0.051794
18939950_gab,normal,0.539949,0.539949,0.0,0.0
26361372_gab,hate_speech,0.998233,0.998398,-0.000165,0.000165
1610757_gab,offensive,0.857051,0.857051,0.0,0.0
16921944_gab,hate_speech,0.999724,0.999724,0.0,0.0
1179046856237764608_twitter,normal,0.998081,0.998081,0.0,0.0
22340916_gab,offensive,0.999749,0.999749,0.0,0.0
22888404_gab,offensive,0.99013,0.99013,0.0,0.0
6058274_gab,offensive,0.725123,0.999218,-0.274095,0.274095
1258666596333170689_twitter,normal,0.134813,0.134813,0.0,0.0
1178694039287291906_twitter,normal,0.836968,0.905451,-0.068483,0.068483
16109086_gab,hate_speech,0.998769,0.998769,0.0,0.0
16070530_gab,hate_speech,0.867503,0.973651,-0.106148,0.106148
19204580_gab,offensive,0.890645,0.896983,-0.006338,0.006338
24024394_gab,hate_speech,0.998899,0.998899,0.0,0.0
12167048_gab,hate_speech,0.996231,0.996231,0.0,0.0
1178525090847379458_twitter,normal,0.362687,0.362687,0.0,0.0
25085591_gab,hate_speech,0.999217,0.999293,-7.6e-05,7.6e-05
11823648_gab,offensive,0.867135,0.867135,0.0,0.0
1178692034531643396_twitter,normal,0.33552,0.970053,-0.634533,0.634533
1115764597720408064_twitter,offensive,0.998521,0.998773,-0.000252,0.000252
1225612446406266880_twitter,offensive,0.947724,0.947724,0.0,0.0
9867117_gab,hate_speech,0.999561,0.999441,0.00012,0.00012
1178273334452203520_twitter,normal,0.744058,0.911334,-0.167276,0.167276
15836567_gab,offensive,0.972747,0.972747,0.0,0.0
1179030757555261440_twitter,normal,0.218016,0.259715,-0.041699,0.041699
24305062_gab,hate_speech,0.993843,0.99683,-0.002987,0.002987
1178598150002466816_twitter,offensive,0.321295,0.319612,0.001683,0.001683
3965684_gab,offensive,0.097797,0.097797,0.0,0.0
18032474_gab,offensive,0.012428,0.012428,0.0,0.0
1179030519213957120_twitter,normal,0.381432,0.365213,0.016219,0.016219
19096665_gab,hate_speech,0.244106,0.244106,0.0,0.0
1179100716960555010_twitter,normal,0.943955,0.943955,0.0,0.0
1173341490682179585_twitter,normal,0.013898,0.013898,0.0,0.0
9826963_gab,offensive,0.998801,0.998801,0.0,0.0
12043182_gab,hate_speech,0.998155,0.999126,-0.000971,0.000971
17958017_gab,hate_speech,0.99951,0.99951,0.0,0.0
1078868437902987265_twitter,offensive,0.985273,0.985273,0.0,0.0
1086417563444232194_twitter,hate_speech,0.136466,0.107412,0.029054,0.029054
1087172044159152129_twitter,normal,0.990521,0.990521,0.0,0.0
1112193907033550848_twitter,normal,0.975618,0.975618,0.0,0.0
1086804965186830338_twitter,offensive,0.113144,0.113144,0.0,0.0
1179043438131417088_twitter,normal,0.840509,0.845074,-0.004565,0.004565
23588213_gab,hate_speech,0.003301,0.003301,0.0,0.0
16126695_gab,normal,0.909412,0.909412,0.0,0.0
1224487307601858560_twitter,normal,0.755463,0.755463,0.0,0.0
1178899984038682625_twitter,normal,0.99962,0.99962,0.0,0.0
1179025510350897152_twitter,normal,0.162547,0.190623,-0.028076,0.028076
1144571404752265217_twitter,normal,0.124802,0.168322,-0.04352,0.04352
25995789_gab,hate_speech,0.999383,0.999383,0.0,0.0
6984595_gab,hate_speech,0.136921,0.136921,0.0,0.0
14030104_gab,hate_speech,0.800635,0.800635,0.0,0.0
1238102962116927490_twitter,normal,0.323781,0.323781,0.0,0.0
1092772320786214912_twitter,hate_speech,0.996043,0.996043,0.0,0.0
8815422_gab,offensive,0.971475,0.971475,0.0,0.0
5822752_gab,offensive,0.970635,0.970635,0.0,0.0
1197535418910150658_twitter,offensive,0.907533,0.907533,0.0,0.0
1179072805184446464_twitter,normal,0.118909,0.220429,-0.10152,0.10152
1182374073646628870_twitter,normal,0.712558,0.712558,0.0,0.0
19787360_gab,offensive,0.470133,0.470133,0.0,0.0
1179095515226607616_twitter,normal,0.361898,0.481523,-0.119625,0.119625
26202771_gab,hate_speech,0.98722,0.98722,0.0,0.0
17501192_gab,hate_speech,0.941676,0.941676,0.0,0.0
